row_id,source_dataset,source_row_id,geometry_family,data_type,fluid,pressure_kPa,mass_flux_kg_m2s,quality,subcooling_K,subcooling_kJkg,diameter_mm,heated_length_mm,CHF_kW_m2,reference_id,author,source_citation,inlet_temperature_C,assumptions,D_e_mm,wallpower,wallmesh,chf_location,shape,continuous,coil_no,appendix,rho_l_over_rho_g,fin_shape,fin_array,fin_width_um,fin_height_um,fin_spacing_um,coverage,porosity,mbl_lateral_um,mbl_total_um,roughness_factor,surface_material,heater_width_mm,orientation,angle_deg,tsat_minus_tpool_K,surface_tension_N_m,rho_l_kg_m3,cp_l_J_kgK,kl_W_mK,mu_l_Pa_s,alpha_m2_s,ja,r_bubble_m
nrc_groeneveld_24579pt__22647,nrc_groeneveld_24579pt,23318,tube,raw_experimental,water,19930.0,502.3,0.386,,227.0,8.11,1000.0,455.0,53,,,343.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22648,nrc_groeneveld_24579pt,23319,tube,raw_experimental,water,19960.0,747.7,0.324,,141.0,8.11,1000.0,492.0,53,,,354.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22649,nrc_groeneveld_24579pt,23320,tube,raw_experimental,water,19990.0,4029.8,0.136,,147.0,8.11,1000.0,1825.0,53,,,353.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22650,nrc_groeneveld_24579pt,23321,tube,raw_experimental,water,1020.0,502.1,0.681,,91.0,8.11,2000.0,744.0,53,,,159.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22651,nrc_groeneveld_24579pt,23322,tube,raw_experimental,water,990.0,750.8,0.553,,44.0,8.11,2000.0,883.0,53,,,169.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22652,nrc_groeneveld_24579pt,23323,tube,raw_experimental,water,990.0,1001.5,0.469,,40.0,8.11,2000.0,1002.0,53,,,170.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22653,nrc_groeneveld_24579pt,23324,tube,raw_experimental,water,1000.0,1255.5,0.426,,41.0,8.11,2000.0,1145.0,53,,,170.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22654,nrc_groeneveld_24579pt,23325,tube,raw_experimental,water,1000.0,1503.5,0.445,,43.0,8.11,2000.0,1431.0,53,,,170.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22655,nrc_groeneveld_24579pt,23326,tube,raw_experimental,water,1000.0,1998.3,0.392,,44.0,8.11,2000.0,1690.0,53,,,169.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22656,nrc_groeneveld_24579pt,23327,tube,raw_experimental,water,1000.0,2510.5,0.364,,43.0,8.11,2000.0,1978.0,53,,,170.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22657,nrc_groeneveld_24579pt,23328,tube,raw_experimental,water,1990.0,252.8,0.997,,91.0,8.11,2000.0,507.0,53,,,191.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22658,nrc_groeneveld_24579pt,23329,tube,raw_experimental,water,2000.0,500.6,0.862,,88.0,8.11,2000.0,872.0,53,,,192.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22659,nrc_groeneveld_24579pt,23330,tube,raw_experimental,water,2000.0,751.4,0.756,,43.0,8.11,2000.0,1122.0,53,,,202.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22660,nrc_groeneveld_24579pt,23331,tube,raw_experimental,water,2020.0,997.6,0.636,,49.0,8.11,2000.0,1264.0,53,,,202.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22661,nrc_groeneveld_24579pt,23332,tube,raw_experimental,water,2000.0,1249.2,0.544,,46.0,8.11,2000.0,1362.0,53,,,202.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22662,nrc_groeneveld_24579pt,23333,tube,raw_experimental,water,1990.0,1501.2,0.48,,47.0,8.11,2000.0,1453.0,53,,,201.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22663,nrc_groeneveld_24579pt,23334,tube,raw_experimental,water,1990.0,2003.1,0.4,,44.0,8.11,2000.0,1626.0,53,,,202.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22664,nrc_groeneveld_24579pt,23335,tube,raw_experimental,water,1990.0,2524.4,0.35,,45.0,8.11,2000.0,1810.0,53,,,202.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22665,nrc_groeneveld_24579pt,23336,tube,raw_experimental,water,2010.0,2947.3,0.331,,46.0,8.11,2000.0,2006.0,53,,,202.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22666,nrc_groeneveld_24579pt,23337,tube,raw_experimental,water,2000.0,500.9,0.887,,437.0,8.11,2000.0,1074.0,53,,,112.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22667,nrc_groeneveld_24579pt,23338,tube,raw_experimental,water,2000.0,750.8,0.753,,433.0,8.11,2000.0,1414.0,53,,,113.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22668,nrc_groeneveld_24579pt,23339,tube,raw_experimental,water,2030.0,997.4,0.663,,439.0,8.11,2000.0,1710.0,53,,,112.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22669,nrc_groeneveld_24579pt,23340,tube,raw_experimental,water,2010.0,1257.4,0.58,,435.0,8.11,2000.0,1952.0,53,,,112.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22670,nrc_groeneveld_24579pt,23341,tube,raw_experimental,water,1990.0,1504.0,0.517,,434.0,8.11,2000.0,2155.0,53,,,112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22671,nrc_groeneveld_24579pt,23342,tube,raw_experimental,water,1990.0,2004.2,0.439,,433.0,8.11,2000.0,2570.0,53,,,112.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22672,nrc_groeneveld_24579pt,23343,tube,raw_experimental,water,1990.0,2508.5,0.389,,436.0,8.11,2000.0,2983.0,53,,,112.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22673,nrc_groeneveld_24579pt,23344,tube,raw_experimental,water,2990.0,254.6,0.986,,90.0,8.11,2000.0,481.0,53,,,214.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22674,nrc_groeneveld_24579pt,23345,tube,raw_experimental,water,2990.0,501.2,0.974,,91.0,8.11,2000.0,936.0,53,,,214.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22675,nrc_groeneveld_24579pt,23346,tube,raw_experimental,water,2990.0,751.2,0.832,,49.0,8.11,2000.0,1177.0,53,,,223.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22676,nrc_groeneveld_24579pt,23347,tube,raw_experimental,water,3000.0,1000.0,0.693,,42.0,8.11,2000.0,1305.0,53,,,224.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22677,nrc_groeneveld_24579pt,23348,tube,raw_experimental,water,2990.0,1254.5,0.593,,47.0,8.11,2000.0,1415.0,53,,,223.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22678,nrc_groeneveld_24579pt,23349,tube,raw_experimental,water,3020.0,1516.0,0.52,,47.0,8.11,2000.0,1507.0,53,,,224.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22679,nrc_groeneveld_24579pt,23350,tube,raw_experimental,water,2990.0,2001.4,0.44,,46.0,8.11,2000.0,1698.0,53,,,223.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22680,nrc_groeneveld_24579pt,23351,tube,raw_experimental,water,2990.0,2501.0,0.383,,45.0,8.11,2000.0,1859.0,53,,,224.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22681,nrc_groeneveld_24579pt,23352,tube,raw_experimental,water,2990.0,2994.6,0.342,,45.0,8.11,2000.0,2002.0,53,,,224.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22682,nrc_groeneveld_24579pt,23353,tube,raw_experimental,water,3010.0,4020.4,0.291,,47.0,8.11,2000.0,2323.0,53,,,223.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22683,nrc_groeneveld_24579pt,23354,tube,raw_experimental,water,3010.0,502.0,0.933,,443.0,8.11,2000.0,1078.0,53,,,134.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22684,nrc_groeneveld_24579pt,23355,tube,raw_experimental,water,3010.0,750.2,0.835,,444.0,8.11,2000.0,1478.0,53,,,133.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22685,nrc_groeneveld_24579pt,23356,tube,raw_experimental,water,3010.0,1000.0,0.716,,447.0,8.11,2000.0,1757.0,53,,,133.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22686,nrc_groeneveld_24579pt,23357,tube,raw_experimental,water,3000.0,1261.6,0.611,,444.0,8.11,2000.0,1972.0,53,,,133.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22687,nrc_groeneveld_24579pt,23358,tube,raw_experimental,water,3010.0,1505.1,0.55,,446.0,8.11,2000.0,2187.0,53,,,133.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22688,nrc_groeneveld_24579pt,23359,tube,raw_experimental,water,3010.0,1998.5,0.461,,447.0,8.11,2000.0,2583.0,53,,,133.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22689,nrc_groeneveld_24579pt,23360,tube,raw_experimental,water,2980.0,2499.0,0.394,,442.0,8.11,2000.0,2915.0,53,,,133.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22690,nrc_groeneveld_24579pt,23361,tube,raw_experimental,water,3040.0,3002.5,0.346,,447.0,8.11,2000.0,3248.0,53,,,133.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22691,nrc_groeneveld_24579pt,23362,tube,raw_experimental,water,5000.0,504.7,0.992,,98.0,8.11,2000.0,883.0,53,,,243.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22692,nrc_groeneveld_24579pt,23363,tube,raw_experimental,water,5010.0,751.9,0.89,,53.0,8.11,2000.0,1153.0,53,,,253.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22693,nrc_groeneveld_24579pt,23364,tube,raw_experimental,water,5020.0,1005.5,0.769,,54.0,8.11,2000.0,1340.0,53,,,253.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22694,nrc_groeneveld_24579pt,23365,tube,raw_experimental,water,5000.0,1250.2,0.633,,49.0,8.11,2000.0,1379.0,53,,,254.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22695,nrc_groeneveld_24579pt,23366,tube,raw_experimental,water,5000.0,1499.0,0.564,,52.0,8.11,2000.0,1485.0,53,,,253.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22696,nrc_groeneveld_24579pt,23367,tube,raw_experimental,water,4990.0,2012.3,0.464,,49.0,8.11,2000.0,1653.0,53,,,253.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22697,nrc_groeneveld_24579pt,23368,tube,raw_experimental,water,4990.0,2499.9,0.398,,53.0,8.11,2000.0,1791.0,53,,,253.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22698,nrc_groeneveld_24579pt,23369,tube,raw_experimental,water,5000.0,3014.2,0.353,,47.0,8.11,2000.0,1911.0,53,,,254.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22699,nrc_groeneveld_24579pt,23370,tube,raw_experimental,water,4990.0,4025.0,0.299,,52.0,8.11,2000.0,2215.0,53,,,253.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22700,nrc_groeneveld_24579pt,23371,tube,raw_experimental,water,5010.0,4997.9,0.267,,50.0,8.11,2000.0,2470.0,53,,,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22701,nrc_groeneveld_24579pt,23372,tube,raw_experimental,water,5000.0,551.3,0.952,,460.0,8.11,2000.0,1130.0,53,,,163.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22702,nrc_groeneveld_24579pt,23373,tube,raw_experimental,water,5000.0,752.7,0.874,,460.0,8.11,2000.0,1446.0,53,,,163.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22703,nrc_groeneveld_24579pt,23374,tube,raw_experimental,water,5010.0,1006.1,0.75,,458.0,8.11,2000.0,1722.0,53,,,164.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22704,nrc_groeneveld_24579pt,23375,tube,raw_experimental,water,4990.0,1255.5,0.646,,459.0,8.11,2000.0,1933.0,53,,,163.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22705,nrc_groeneveld_24579pt,23376,tube,raw_experimental,water,4990.0,1501.4,0.567,,458.0,8.11,2000.0,2114.0,53,,,164.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22706,nrc_groeneveld_24579pt,23377,tube,raw_experimental,water,5010.0,2013.5,0.453,,459.0,8.11,2000.0,2453.0,53,,,164.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22707,nrc_groeneveld_24579pt,23378,tube,raw_experimental,water,5000.0,2505.9,0.379,,457.0,8.11,2000.0,2741.0,53,,,164.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22708,nrc_groeneveld_24579pt,23379,tube,raw_experimental,water,5020.0,2985.3,0.321,,463.0,8.11,2000.0,2991.0,53,,,163.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22709,nrc_groeneveld_24579pt,23380,tube,raw_experimental,water,5080.0,4001.4,0.217,,463.0,8.11,2000.0,3317.0,53,,,164.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22710,nrc_groeneveld_24579pt,23381,tube,raw_experimental,water,5000.0,5017.3,0.139,,458.0,8.11,2000.0,3491.0,53,,,164.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22711,nrc_groeneveld_24579pt,23382,tube,raw_experimental,water,7010.0,503.0,0.973,,104.0,8.11,2000.0,800.0,53,,,265.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22712,nrc_groeneveld_24579pt,23383,tube,raw_experimental,water,7010.0,751.4,0.863,,54.0,8.11,2000.0,1031.0,53,,,275.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22713,nrc_groeneveld_24579pt,23384,tube,raw_experimental,water,7030.0,1003.8,0.731,,55.0,8.11,2000.0,1174.0,53,,,275.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22714,nrc_groeneveld_24579pt,23385,tube,raw_experimental,water,7010.0,1250.2,0.612,,53.0,8.11,2000.0,1234.0,53,,,275.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22715,nrc_groeneveld_24579pt,23386,tube,raw_experimental,water,6990.0,1503.6,0.533,,50.0,8.11,2000.0,1300.0,53,,,276.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22716,nrc_groeneveld_24579pt,23387,tube,raw_experimental,water,6990.0,2002.6,0.434,,52.0,8.11,2000.0,1432.0,53,,,275.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22717,nrc_groeneveld_24579pt,23388,tube,raw_experimental,water,7030.0,2507.0,0.375,,51.0,8.11,2000.0,1562.0,53,,,276.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22718,nrc_groeneveld_24579pt,23389,tube,raw_experimental,water,7040.0,3020.7,0.33,,56.0,8.11,2000.0,1690.0,53,,,275.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22719,nrc_groeneveld_24579pt,23390,tube,raw_experimental,water,7020.0,4001.9,0.281,,52.0,8.11,2000.0,1927.0,53,,,276.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22720,nrc_groeneveld_24579pt,23391,tube,raw_experimental,water,6990.0,4997.9,0.249,,49.0,8.11,2000.0,2149.0,53,,,276.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22721,nrc_groeneveld_24579pt,23392,tube,raw_experimental,water,6960.0,6034.8,0.216,,50.0,8.11,2000.0,2295.0,53,,,275.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22722,nrc_groeneveld_24579pt,23393,tube,raw_experimental,water,7000.0,507.6,0.979,,474.0,8.11,2000.0,1002.0,53,,,186.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22723,nrc_groeneveld_24579pt,23394,tube,raw_experimental,water,7000.0,753.0,0.824,,474.0,8.11,2000.0,1309.0,53,,,186.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22724,nrc_groeneveld_24579pt,23395,tube,raw_experimental,water,7000.0,1003.1,0.712,,474.0,8.11,2000.0,1572.0,53,,,186.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22725,nrc_groeneveld_24579pt,23396,tube,raw_experimental,water,7010.0,1258.6,0.598,,475.0,8.11,2000.0,1755.0,53,,,186.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22726,nrc_groeneveld_24579pt,23397,tube,raw_experimental,water,6970.0,1506.8,0.519,,472.0,8.11,2000.0,1916.0,53,,,186.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22727,nrc_groeneveld_24579pt,23398,tube,raw_experimental,water,6990.0,2005.6,0.402,,470.0,8.11,2000.0,2187.0,53,,,187.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22728,nrc_groeneveld_24579pt,23399,tube,raw_experimental,water,7000.0,2496.3,0.311,,478.0,8.11,2000.0,2395.0,53,,,185.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22729,nrc_groeneveld_24579pt,23400,tube,raw_experimental,water,7010.0,2995.2,0.238,,476.0,8.11,2000.0,2532.0,53,,,185.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22730,nrc_groeneveld_24579pt,23401,tube,raw_experimental,water,7000.0,4005.4,0.129,,476.0,8.11,2000.0,2723.0,53,,,185.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22731,nrc_groeneveld_24579pt,23402,tube,raw_experimental,water,7000.0,4995.1,0.077,,473.0,8.11,2000.0,2978.0,53,,,186.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22732,nrc_groeneveld_24579pt,23403,tube,raw_experimental,water,10040.0,501.6,0.883,,117.0,8.11,2000.0,648.0,53,,,290.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22733,nrc_groeneveld_24579pt,23404,tube,raw_experimental,water,10010.0,755.6,0.712,,62.0,8.11,2000.0,763.0,53,,,300.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22734,nrc_groeneveld_24579pt,23405,tube,raw_experimental,water,10010.0,1001.6,0.577,,62.0,8.11,2000.0,833.0,53,,,300.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22735,nrc_groeneveld_24579pt,23406,tube,raw_experimental,water,10010.0,1250.9,0.482,,60.0,8.11,2000.0,878.0,53,,,300.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22736,nrc_groeneveld_24579pt,23407,tube,raw_experimental,water,10000.0,1495.3,0.426,,58.0,8.11,2000.0,935.0,53,,,301.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22737,nrc_groeneveld_24579pt,23408,tube,raw_experimental,water,10000.0,2010.4,0.347,,58.0,8.11,2000.0,1048.0,53,,,301.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22738,nrc_groeneveld_24579pt,23409,tube,raw_experimental,water,10020.0,2510.6,0.307,,59.0,8.11,2000.0,1175.0,53,,,301.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22739,nrc_groeneveld_24579pt,23410,tube,raw_experimental,water,9980.0,3018.7,0.271,,58.0,8.11,2000.0,1268.0,53,,,301.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22740,nrc_groeneveld_24579pt,23411,tube,raw_experimental,water,9980.0,4020.3,0.22,,58.0,8.11,2000.0,1417.0,53,,,301.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22741,nrc_groeneveld_24579pt,23412,tube,raw_experimental,water,10000.0,5035.4,0.202,,58.0,8.11,2000.0,1646.0,53,,,301.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22742,nrc_groeneveld_24579pt,23413,tube,raw_experimental,water,9980.0,6054.2,0.196,,57.0,8.11,2000.0,1933.0,53,,,301.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22743,nrc_groeneveld_24579pt,23414,tube,raw_experimental,water,10000.0,552.1,0.834,,504.0,8.11,2000.0,895.0,53,,,210.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22744,nrc_groeneveld_24579pt,23415,tube,raw_experimental,water,9980.0,750.5,0.651,,504.0,8.11,2000.0,1035.0,53,,,210.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22745,nrc_groeneveld_24579pt,23416,tube,raw_experimental,water,10020.0,1009.1,0.527,,504.0,8.11,2000.0,1223.0,53,,,210.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22746,nrc_groeneveld_24579pt,23417,tube,raw_experimental,water,10050.0,1251.5,0.458,,506.0,8.11,2000.0,1403.0,53,,,210.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22747,nrc_groeneveld_24579pt,23418,tube,raw_experimental,water,9990.0,1499.6,0.383,,502.0,8.11,2000.0,1528.0,53,,,211.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22748,nrc_groeneveld_24579pt,23419,tube,raw_experimental,water,9980.0,1996.8,0.284,,502.0,8.11,2000.0,1771.0,53,,,211.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22749,nrc_groeneveld_24579pt,23420,tube,raw_experimental,water,9990.0,2506.4,0.198,,503.0,8.11,2000.0,1937.0,53,,,210.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22750,nrc_groeneveld_24579pt,23421,tube,raw_experimental,water,10010.0,3006.2,0.137,,505.0,8.11,2000.0,2087.0,53,,,210.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22751,nrc_groeneveld_24579pt,23422,tube,raw_experimental,water,9990.0,4012.2,0.079,,506.0,8.11,2000.0,2481.0,53,,,210.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22752,nrc_groeneveld_24579pt,23423,tube,raw_experimental,water,9960.0,5053.0,0.055,,505.0,8.11,2000.0,2959.0,53,,,210.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22753,nrc_groeneveld_24579pt,23424,tube,raw_experimental,water,10010.0,6015.9,0.043,,505.0,8.11,2000.0,3421.0,53,,,210.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22754,nrc_groeneveld_24579pt,23425,tube,raw_experimental,water,12020.0,506.7,0.739,,129.0,8.11,2000.0,516.0,53,,,303.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22755,nrc_groeneveld_24579pt,23426,tube,raw_experimental,water,12030.0,753.3,0.577,,68.0,8.11,2000.0,573.0,53,,,314.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22756,nrc_groeneveld_24579pt,23427,tube,raw_experimental,water,11990.0,1000.8,0.498,,66.0,8.11,2000.0,666.0,53,,,314.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22757,nrc_groeneveld_24579pt,23428,tube,raw_experimental,water,12000.0,1260.2,0.412,,64.0,8.11,2000.0,705.0,53,,,314.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrc_groeneveld_24579pt__22758,nrc_groeneveld_24579pt,23429,tube,raw_experimental,water,11990.0,1503.8,0.361,,65.0,8.11,2000.0,751.0,53,,,314.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
